book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1254,887877,887877,856785,48,553804685,9780553804680.0,Scott Lynch,2007.0,Red Seas Under Red Skies,"Red Seas Under Red Skies (Gentleman Bastard, #2)",eng,4.23,68255,78603,3979,432,1714,10685,31914,33858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1255,139253,139253,2000351,67,679734775,9780679734770.0,Sandra Cisneros,1984.0,The House on Mango Street,The House on Mango Street,eng,3.57,81579,86783,6923,4086,9341,25470,28936,18950,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1256,1971304,1971304,1974537,72,670018708,9780670018700.0,David Benioff,2008.0,City of Thieves,City of Thieves,en-GB,4.28,68063,77915,8465,458,1566,9324,31105,35462,https://images.gr-assets.com/books/1392015757m/1971304.jpg,https://images.gr-assets.com/books/1392015757s/1971304.jpg
1257,1421990,1421990,1412415,56,61245089,9780061245080.0,Jeaniene Frost,2007.0,Halfway to the Grave,"Halfway to the Grave (Night Huntress, #1)",eng,4.18,106608,113610,6298,2461,4690,16805,35199,54455,https://images.gr-assets.com/books/1373855613m/1421990.jpg,https://images.gr-assets.com/books/1373855613s/1421990.jpg
1258,31456,31456,866909,116,141318309,9780141318300.0,"Roald Dahl, Quentin Blake",1980.0,The Twits,The Twits,eng,3.94,82458,90334,2733,1264,5201,22531,29859,31479,https://images.gr-assets.com/books/1406090629m/31456.jpg,https://images.gr-assets.com/books/1406090629s/31456.jpg
1259,334643,334643,2339177,66,60278250,9780060278250.0,Garth Nix,2003.0,Abhorsen,"Abhorsen (Abhorsen, #3)",en-US,4.29,80740,87330,1798,1355,2076,10963,28715,44221,https://images.gr-assets.com/books/1401683669m/334643.jpg,https://images.gr-assets.com/books/1401683669s/334643.jpg
1260,7510,7510,22576,60,446612545,9780446612550.0,"James Patterson, Peter de Jonge",2002.0,The Beach House,The Beach House,eng,3.82,68676,70371,1628,1125,4351,20127,25271,19497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1261,10611,10611,3083085,142,751504572,9780751504580.0,Stephen King,1987.0,Eyes of the Dragon,The Eyes of the Dragon,eng,3.92,72714,81649,3048,1238,4959,19595,28784,27073,https://images.gr-assets.com/books/1430121758m/10611.jpg,https://images.gr-assets.com/books/1430121758s/10611.jpg
1262,112,112,3634573,116,441104029,9780441104020.0,Frank Herbert,1976.0,Children of Dune,Children of Dune (Dune Chronicles #3),eng,3.9,74133,79736,1374,861,4425,20138,30723,23589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1263,8855321,8855321,13730452,55,1841499889,9781841499890.0,James S.A. Corey,2011.0,Leviathan Wakes,"Leviathan Wakes (The Expanse, #1)",eng,4.2,68416,82905,6831,638,2046,11177,35570,33474,https://images.gr-assets.com/books/1411013134m/8855321.jpg,https://images.gr-assets.com/books/1411013134s/8855321.jpg
1264,18006496,18006496,25272067,36,1619636042,9781619636040.0,Sarah J. Maas,2015.0,Queen of Shadows,"Queen of Shadows (Throne of Glass, #4)",eng,4.6,99067,114854,14430,830,1492,6544,24703,81285,https://images.gr-assets.com/books/1441230104m/18006496.jpg,https://images.gr-assets.com/books/1441230104s/18006496.jpg
1265,15197,15197,1782551,25,679729771,9780679729780.0,Art Spiegelman,1991.0,Maus II : And Here My Troubles Began ,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",eng,4.41,90147,91269,2392,1337,1827,8751,25772,53582,https://images.gr-assets.com/books/1327887479m/15197.jpg,https://images.gr-assets.com/books/1327887479s/15197.jpg
1266,310258,310258,51286,54,140501827,9780140501830.0,Ezra Jack Keats,1962.0,The Snowy Day,The Snowy Day,eng,4.13,81914,82700,2282,1758,4170,15058,22324,39390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1267,40331,40331,826485,45,747267634,9780747267640.0,Janet Evanovich,2003.0,To the Nines,"To the Nines (Stephanie Plum, #9)",eng,4.16,86963,93412,1786,247,1811,17809,36430,37115,https://images.gr-assets.com/books/1169433446m/40331.jpg,https://images.gr-assets.com/books/1169433446s/40331.jpg
1268,12987977,12987977,17394448,40,312554192,9780312554190.0,Emily Giffin,2012.0,Where We Belong,Where We Belong,en-US,3.86,68224,73648,4986,974,3650,19479,29787,19758,https://images.gr-assets.com/books/1340320747m/12987977.jpg,https://images.gr-assets.com/books/1340320747s/12987977.jpg
1269,16213,16213,909325,67,385495226,9780385495230.0,Richard   Preston,1994.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,eng,4.1,72207,76615,3904,865,2675,14163,29413,29499,https://images.gr-assets.com/books/1413747743m/16213.jpg,https://images.gr-assets.com/books/1413747743s/16213.jpg
1270,9557,9557,1813695,124,99448475,9780099448470.0,"Haruki Murakami, Philip Gabriel",1999.0,スプートニクの恋人 [Supūtoniku no Koibito],Sputnik Sweetheart,eng,3.82,62229,75465,4207,657,4218,21129,31826,17635,https://images.gr-assets.com/books/1486764070m/9557.jpg,https://images.gr-assets.com/books/1486764070s/9557.jpg
1271,17465453,17465453,21889418,72,670024856,9780670024860.0,Elizabeth Gilbert,2012.0,The Signature of All Things,The Signature of All Things,eng,3.81,61135,70375,9304,2242,5439,16022,26347,20325,https://images.gr-assets.com/books/1364277893m/17465453.jpg,https://images.gr-assets.com/books/1364277893s/17465453.jpg
1272,8600,8600,854886,38,1592402038,9781592402040.0,Lynne Truss,2003.0,"Eats, Shoots and Leaves","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US,3.86,79117,84132,4230,1519,5028,21237,32009,24339,https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg
1273,30264,30264,30640,56,60572965,9780060572970.0,Kim Harrison,2004.0,Dead Witch Walking,"Dead Witch Walking (The Hollows, #1)",en-US,4.04,91390,97097,4184,2671,5133,18380,30713,40200,https://images.gr-assets.com/books/1391713381m/30264.jpg,https://images.gr-assets.com/books/1391713381s/30264.jpg
1274,196970,196970,3043272,3,399231900,9780399231900.0,"Clement C. Moore, Jan Brett",1986.0,,The Night Before Christmas,en-US,4.36,81553,89843,1509,965,2473,12073,21977,52355,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1275,2832909,2832909,2859015,53,752898477,9780752898480.0,Diana Gabaldon,2009.0,An Echo in the Bone,"An Echo in the Bone (Outlander, #7)",eng,4.42,68854,85495,5051,426,1486,8981,25413,49189,https://images.gr-assets.com/books/1370918297m/2832909.jpg,https://images.gr-assets.com/books/1370918297s/2832909.jpg
1276,7488244,7488244,9621771,41,61996165,9780061996160.0,Cynthia Hand,2011.0,Unearthly,"Unearthly (Unearthly, #1)",en-US,4.06,99942,104023,7458,2808,5060,18333,34714,43108,https://images.gr-assets.com/books/1324782984m/7488244.jpg,https://images.gr-assets.com/books/1324782984s/7488244.jpg
1277,73186,73186,333464,52,310226058,9780310226060.0,Lee Strobel,1988.0,The Case for Christ,The Case for Christ,,4.1,67128,69643,1377,2248,3100,11150,21955,31190,https://images.gr-assets.com/books/1448776489m/73186.jpg,https://images.gr-assets.com/books/1448776489s/73186.jpg
1278,13888,13888,987750,53,812577566,9780812577560.0,Robert Jordan,2005.0,Knife of Dreams,"Knife of Dreams (Wheel of Time, #11)",en-US,4.12,71379,77436,1410,1036,3002,13517,28076,31805,https://images.gr-assets.com/books/1397856387m/13888.jpg,https://images.gr-assets.com/books/1397856387s/13888.jpg
1279,13083,13083,817164,59,440421705,9780440421700.0,Carl Hiaasen,2002.0,Hoot,Hoot,eng,3.81,75275,82386,3953,1487,5482,23106,29621,22690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1280,12914,12914,288738,830,679729526,9780679729520.0,"Virgil, Robert Fitzgerald",-17.0,Æneis,The Aeneid,eng,3.81,75051,85351,1804,1531,6436,23683,28909,24792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1281,13503109,13503109,19051762,56,1594487367,9781594487360.0,Junot Díaz,2012.0,This is How You Lose Her,This Is How You Lose Her,eng,3.75,66720,72281,6656,2222,5928,18086,27736,18309,https://images.gr-assets.com/books/1342596676m/13503109.jpg,https://images.gr-assets.com/books/1342596676s/13503109.jpg
1282,17803,17803,3070852,127,307265838,9780307265840.0,"Haruki Murakami, Jay Rubin",2004.0,アフターダーク [Afutā dāku],After Dark,eng,3.68,64278,76692,5322,926,5833,24947,30379,14607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1283,227265,227265,1041162,43,553375407,9780553375400.0,Daniel Quinn,1992.0,Ishmael: An Adventure of the Mind and Spirit,Ishmael:A Novel,en-US,3.97,63304,65968,4332,2488,4505,11881,20450,26644,https://images.gr-assets.com/books/1388180479m/227265.jpg,https://images.gr-assets.com/books/1388180479s/227265.jpg
1284,6584188,6584188,6777681,48,1416995552,9781416995560.0,Jenny Han,2010.0,It's Not Summer Without You,"It's Not Summer Without You (Summer, #2)",en-US,4.14,80367,84866,4129,1171,3813,15170,26207,38505,https://images.gr-assets.com/books/1479864019m/6584188.jpg,https://images.gr-assets.com/books/1479864019s/6584188.jpg
1285,10194514,10194514,15093690,52,373210493,9780373210500.0,Katie McGarry,2012.0,Pushing the Limits,"Pushing the Limits (Pushing the Limits, #1)",eng,4.08,93818,100472,7483,2464,4565,17592,33721,42130,https://images.gr-assets.com/books/1322770025m/10194514.jpg,https://images.gr-assets.com/books/1322770025s/10194514.jpg
1286,111450,111450,6247751,103,439321611,9780439321620.0,"Kennilworthy Whisp, J.K. Rowling",2001.0,Quidditch Through the Ages,Quidditch Through the Ages,eng,3.85,90908,106088,3502,1367,8104,29884,32041,34692,https://images.gr-assets.com/books/1369689506m/111450.jpg,https://images.gr-assets.com/books/1369689506s/111450.jpg
1287,147732,147732,142568,19,395401461,9780395401460.0,"Harry Allard, James  Marshall",1977.0,Miss Nelson Is Missing!,"Miss Nelson Is Missing! (Miss Nelson, #1)",eng,4.26,77206,77473,1048,840,2512,12582,21038,40501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1288,9014,9014,522169,109,451196716,9780451196710.0,"Richard Bachman, Stephen King",1979.0,The Long Walk,The Long Walk,eng,4.11,71775,79936,3980,813,3338,14937,28192,32656,https://images.gr-assets.com/books/1309212400m/9014.jpg,https://images.gr-assets.com/books/1309212400s/9014.jpg
1289,172327,172327,1168344,66,60566213,9780060566210.0,"Lemony Snicket, Brett Helquist",2001.0,The Ersatz Elevator,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",eng,4.01,90071,96706,2322,890,4245,22224,35182,34165,https://images.gr-assets.com/books/1352066916m/172327.jpg,https://images.gr-assets.com/books/1352066916s/172327.jpg
1290,12930,12930,901952,56,385732538,9780385732540.0,Lois Lowry,2004.0,Messenger ,"Messenger (The Giver, #3)",eng,3.9,79746,89295,6721,737,4513,22960,35888,25197,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1291,42898,42898,2958166,52,451412354,9780451412360.0,J.R. Ward,2007.0,Lover Revealed,"Lover Revealed (Black Dagger Brotherhood, #4)",eng,4.3,97830,106471,3930,622,2703,14865,33783,54498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1292,5413,5413,40802405,22,385516487,9780385516490.0,"Stephen King, Jerry N. Uelsmann",2005.0,'Salem's Lot The Illustrated Edition,'Salem's Lot,eng,4.25,72797,74725,482,460,1854,12040,24920,35451,https://images.gr-assets.com/books/1320478491m/5413.jpg,https://images.gr-assets.com/books/1320478491s/5413.jpg
1293,83369,83369,80497,44,316057770,9780316057780.0,"Trenton Lee Stewart, Carson Ellis",2007.0,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,4.14,87335,93495,8420,1236,3820,16158,32050,40231,https://images.gr-assets.com/books/1342715444m/83369.jpg,https://images.gr-assets.com/books/1342715444s/83369.jpg
1294,43369,43369,3442838,83,446579807,9780446579800.0,Christopher Hitchens,2007.0,God is Not Great: How Religion Poisons Everything,god is Not Great: How Religion Poisons Everything,eng,3.96,64347,69948,3989,2982,3856,12657,24274,26179,https://images.gr-assets.com/books/1411218313m/43369.jpg,https://images.gr-assets.com/books/1411218313s/43369.jpg
1295,17029526,17029526,23346114,42,1301627445,9781301627450.0,Abbi Glines,2013.0,"Never Too Far (Too Far, #2)","Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng,4.21,97616,103058,5912,1356,3842,15546,33228,49086,https://images.gr-assets.com/books/1356822956m/17029526.jpg,https://images.gr-assets.com/books/1356822956s/17029526.jpg
1296,15860,15860,1749610,97,61015733,9780061015730.0,Michael Crichton,2004.0,State of Fear,State of Fear,eng,3.69,65397,70300,2686,2603,6100,19559,24269,17769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1297,10798416,10798416,15464655,59,316122386,9780316122380.0,Jennifer E. Smith,2012.0,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight,eng,3.8,89356,95856,9595,2569,7379,25452,32106,28350,https://images.gr-assets.com/books/1337187623m/10798416.jpg,https://images.gr-assets.com/books/1337187623s/10798416.jpg
1298,59263,59263,57689,80,786836547,9780786836540.0,Jonathan Stroud,2004.0,The Golem's Eye,"The Golem's Eye (Bartimaeus, #2)",en-US,4.09,69058,74577,1656,1500,2678,13194,27306,29899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1299,9566,9566,1105809,40,184243022X,9781842430220.0,Tom Robbins,1980.0,Still Life with Woodpecker,Still Life with Woodpecker,eng,4.04,56802,61511,2462,960,2789,11834,23239,22689,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg
1300,49465,49465,3402913,43,156031663,9780156031660.0,Jenna Blum,2004.0,Those Who Save Us,Those Who Save Us,en-US,4.12,68480,73568,5570,765,2223,12264,30513,27803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1301,1110,1110,3204998,104,385340540,9780385340540.0,John Grisham,2005.0,The Broker,The Broker,eng,3.77,65428,69823,2266,893,4463,21542,25960,16965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1302,8235178,8235178,13082532,56,1595143971,9781595143980.0,Beth Revis,2011.0,Across the Universe,"Across the Universe (Across the Universe, #1)",eng,3.78,94176,100748,9649,3870,8338,24592,33481,30467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1303,347852,347852,2747475,94,671250671,9780671250680.0,M. Scott Peck,1978.0,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth","The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",en-US,4.03,61238,66741,1689,1319,3294,13426,22757,25945,https://images.gr-assets.com/books/1322673263m/347852.jpg,https://images.gr-assets.com/books/1322673263s/347852.jpg
1304,99383,99383,227172,40,451459873,9780451459880.0,Jim Butcher,2004.0,Blood Rites,"Blood Rites (The Dresden Files, #6)",eng,4.33,79627,86375,2307,133,765,10036,34916,40525,https://images.gr-assets.com/books/1345557965m/99383.jpg,https://images.gr-assets.com/books/1345557965s/99383.jpg
1305,297249,297249,945340,56,807508527,9780807508530.0,"Gertrude Chandler Warner, L. Kate Deal",1942.0,The Boxcar Children,"The Boxcar Children (The Boxcar Children, #1)",en-US,4.09,92916,95943,2391,2080,4487,18904,27979,42493,https://images.gr-assets.com/books/1173489650m/297249.jpg,https://images.gr-assets.com/books/1173489650s/297249.jpg
1306,16171291,16171291,22018742,65,143123238,9780143123230.0,A.S.A. Harrison,2013.0,The Silent Wife,The Silent Wife,eng,3.3,60323,72169,7882,2753,10948,28278,22276,7914,https://images.gr-assets.com/books/1356094989m/16171291.jpg,https://images.gr-assets.com/books/1356094989s/16171291.jpg
1307,10600242,10600242,15507935,56,91940737,9780091940740.0,Caitlin Moran,2011.0,How to Be a Woman,How to Be a Woman,eng,3.73,70446,79028,7362,3890,7041,18498,26706,22893,https://images.gr-assets.com/books/1405909800m/10600242.jpg,https://images.gr-assets.com/books/1405909800s/10600242.jpg
1308,17927395,17927395,25126749,39,,,Sarah J. Maas,2016.0,A Court of Mist and Fury,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",eng,4.72,108384,126491,22700,931,1420,4725,18000,101415,https://images.gr-assets.com/books/1485259138m/17927395.jpg,https://images.gr-assets.com/books/1485259138s/17927395.jpg
1309,9439303,9439303,14323907,56,297854399,9780297854400.0,Keith Richards,2010.0,Life,Life,en-GB,3.84,60409,65971,4137,2452,4587,14539,23848,20545,https://images.gr-assets.com/books/1327960451m/9439303.jpg,https://images.gr-assets.com/books/1327960451s/9439303.jpg
1310,85301,85301,4345835,69,676979343,9780676979340.0,Jhumpa Lahiri,2008.0,Unaccustomed Earth,Unaccustomed Earth,eng,4.11,60126,67585,6978,442,2284,11807,27840,25212,https://images.gr-assets.com/books/1320398140m/85301.jpg,https://images.gr-assets.com/books/1320398140s/85301.jpg
1311,5191,5191,3131254,77,316601950,9780316601960.0,Anita Shreve,1998.0,The Pilot's Wife,The Pilot's Wife,eng,3.5,71777,76668,3878,1935,8327,27878,26648,11880,https://images.gr-assets.com/books/1435011220m/5191.jpg,https://images.gr-assets.com/books/1435011220s/5191.jpg
1312,11762,28251250,327422,81,140283307,9780140283300.0,Don DeLillo,1985.0,White Noise,White Noise,eng,3.86,55678,70218,3908,1902,5355,15405,25335,22221,https://images.gr-assets.com/books/1327934706m/11762.jpg,https://images.gr-assets.com/books/1327934706s/11762.jpg
1313,42389,42389,903474,68,743464117,9780743464120.0,Stephen E. Ambrose,1992.0,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest","Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",eng,4.42,66079,70908,2067,593,1088,6549,22048,40630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1314,22463,22463,481941,1004,785819118,9780785819110.0,Charles Darwin,1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species,eng,3.97,64162,74056,1729,2513,4297,15150,22868,29228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1315,25179,25179,781193,40,1891830430,9781891830430.0,Craig Thompson,2003.0,Blankets,Blankets,eng,4.06,70454,72621,5024,1727,3601,13030,24472,29791,https://images.gr-assets.com/books/1460925949m/25179.jpg,https://images.gr-assets.com/books/1460925949s/25179.jpg
1316,2731276,2731276,2168242,70,61374229,9780061374230.0,David Wroblewski,2008.0,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382,79454,12981,4187,9296,19768,27012,19191,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg
1317,5171,5171,1737200,43,345439104,9780345439110.0,Christina Schwarz,2000.0,Drowning Ruth,Drowning Ruth,eng,3.73,67768,70953,2178,1081,4904,21822,27694,15452,https://images.gr-assets.com/books/1390180160m/5171.jpg,https://images.gr-assets.com/books/1390180160s/5171.jpg
1318,51504,51504,823130,131,876850867,9780876850860.0,Charles Bukowski,1971.0,Post Office,Post Office,en-US,4.01,59295,68408,2766,790,2908,13689,28738,22283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1319,469571,469571,1907621,106,679744398,9780679744400.0,Cormac McCarthy,1992.0,All the Pretty Horses,"All the Pretty Horses (The Border Trilogy, #1)",eng,3.97,68451,72899,4810,1406,3865,14354,29344,23930,https://images.gr-assets.com/books/1498463335m/469571.jpg,https://images.gr-assets.com/books/1498463335s/469571.jpg
1320,3586,3586,6658413,117,1593082045,9781593082050.0,"Arthur Conan Doyle, Kyle Freeman",1914.0,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","The Complete Sherlock Holmes, Vol 2",,4.46,66857,71825,328,463,1077,7005,19926,43354,https://images.gr-assets.com/books/1347663158m/3586.jpg,https://images.gr-assets.com/books/1347663158s/3586.jpg
1321,1237398,1237398,361124,46,1569319014,9781569319020.0,"Eiichirō Oda, Andy Nakatani",1997.0,"One Piece, Volume 01","One Piece, Volume 01: Romance Dawn (One Piece, #1)",eng,4.42,67047,67703,776,1561,2018,6936,13269,43919,https://images.gr-assets.com/books/1318523719m/1237398.jpg,https://images.gr-assets.com/books/1318523719s/1237398.jpg
1322,29127,29127,902304,73,451450523,9780451450520.0,Peter S. Beagle,1968.0,The Last Unicorn,"The Last Unicorn (The Last Unicorn, #1)",eng,4.18,76277,80619,3358,1156,3142,13820,24629,37872,https://images.gr-assets.com/books/1358147318m/29127.jpg,https://images.gr-assets.com/books/1358147318s/29127.jpg
1323,769483,769483,2215929,98,60577312,9780060577320.0,Angie Sage,2005.0,Magyk,"Magyk (Septimus Heap, #1)",eng,3.8,86805,91089,4392,2917,7378,22850,29932,28012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1324,781110,781110,212043,27,689848919,9780689848920.0,Laurie Halse Anderson,2000.0,Fever 1793,Fever 1793,en-US,3.89,81945,83612,4773,1268,4721,20863,31432,25328,https://images.gr-assets.com/books/1381743126m/781110.jpg,https://images.gr-assets.com/books/1381743126s/781110.jpg
1325,1914973,1914973,6504351,56,670018864,9780670018860.0,Tana French,2008.0,The Likeness,"The Likeness (Dublin Murder Squad, #2)",eng,4.05,72480,80243,6945,915,2856,14814,34478,27180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1326,22551730,22551730,42009388,46,307408868,9780307408860.0,Erik Larson,2015.0,Dead Wake: The Last Crossing of the Lusitania,Dead Wake: The Last Crossing of the Lusitania,eng,4.07,61439,73006,8719,1070,2171,12326,32604,24835,https://images.gr-assets.com/books/1408923747m/22551730.jpg,https://images.gr-assets.com/books/1408923747s/22551730.jpg
1327,77270,77270,17441265,1306,812504690,9780812504700.0,Rudyard Kipling,1894.0,The Jungle Book,The Jungle Book,eng,3.94,67107,81305,2330,1096,4323,20388,27903,27595,https://images.gr-assets.com/books/1327873594m/77270.jpg,https://images.gr-assets.com/books/1327873594s/77270.jpg
1328,18144124,18144124,20434723,1,1439177724,9781439177720.0,Terry Hayes,2013.0,I Am Pilgrim,"I Am Pilgrim (Pilgrim, #1)",eng,4.23,49740,71990,7187,1949,2805,8408,22567,36261,https://images.gr-assets.com/books/1403345411m/18144124.jpg,https://images.gr-assets.com/books/1403345411s/18144124.jpg
1329,6295,6295,2290688,47,872863107,9780872863100.0,"Allen Ginsberg, William Carlos Williams",1956.0,Howl and Other Poems ,Howl and Other Poems,eng,4.14,71968,75329,1255,1544,3203,12223,24316,34043,https://images.gr-assets.com/books/1327870926m/6295.jpg,https://images.gr-assets.com/books/1327870926s/6295.jpg
1330,170548,170548,164688,82,073380084X,9780733800850.0,Richard Carlson,1997.0,Don't Sweat the Small Stuff,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,eng,3.95,63324,66962,1260,829,3551,16609,23292,22681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1331,11192642,11192642,16117490,51,1617750255,9781617750250.0,"Adam Mansbach, Ricardo Cortés",2011.0,Go the Fuck to Sleep,Go the Fuck to Sleep,eng,4.26,71816,74744,3235,1546,2636,10551,20458,39553,https://images.gr-assets.com/books/1342861907m/11192642.jpg,https://images.gr-assets.com/books/1342861907s/11192642.jpg
1332,360,569429,2842984,107,345418778,9780345418780.0,Douglas Adams,1992.0,Mostly Harmless,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",en-US,3.96,72426,83424,1788,856,4729,20017,28884,28938,https://images.gr-assets.com/books/1320725132m/360.jpg,https://images.gr-assets.com/books/1320725132s/360.jpg
1333,10883,10883,750514,30,074325807X,9780743258070.0,Walter Isaacson,2003.0,Benjamin Franklin: An American Life,Benjamin Franklin: An American Life,eng,3.96,70335,71804,1386,3086,3391,13181,25649,26497,https://images.gr-assets.com/books/1397772877m/10883.jpg,https://images.gr-assets.com/books/1397772877s/10883.jpg
1334,8366402,8366402,13221524,59,385343833,9780385343830.0,Téa Obreht,2011.0,The Tiger's Wife,The Tiger's Wife,eng,3.37,66104,76207,9640,4103,11059,25070,24442,11533,https://images.gr-assets.com/books/1382570044m/8366402.jpg,https://images.gr-assets.com/books/1382570044s/8366402.jpg
